Wallet Address,Farm 1,Farm 2,Farm 3,Farm 4,Total ArcX Distribution,ArcX Price,Total USDC
0x3dd48ad861f0b77d1312f9c95a13e52871ca95e0,0.20295,0.18182,0,0,0.38477,2500,961.925
0xe96c3e1d842beccb10bf57c453b84bf75725241d,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x7a22e7a4d912231f9c0fb6760c59ab560188360b,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x5ccd9f49393f4544e3c9954dddc68a6cb21ab078,0.20295,0.18182,0,0.54598,0.93075,2500,2326.875
0x13faf5475de4becfa376f4d540c0f7831b88b903,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xf72ec7bfb2aa9170859d5e759943a96d30fce15e,0.20295,0,0,0,0.20295,2500,507.375
0xdfb9bc53b37b3bd28836917ef6abfab01f974421,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x46cf4309b454564d059e1ec92d132b1b691af659,0.20295,0,0,0,0.20295,2500,507.375
0x9160ab7ee16e69aabf910c41c46bb798c8f9546f,0.20295,0,0,0,0.20295,2500,507.375
0xfda1215797d29414e588b2e62fc390ee2949aaaa,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x635b230c3fdf6a466bb6dc3b9b51a8ceb0659b67,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x1074d44bdd446b224691c752b0e9f85c92c4d787,0.20295,0.18182,0,0,0.38477,2500,961.925
0x15bdd87fe60e212c150d18d205766bda86350152,0.20295,0,0,0,0.20295,2500,507.375
0xa1c6bf9a94e603c0c7e0559a9bbe6329137239f7,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x009e02b21abefc7ecc1f2b11700b49106d7d552b,0.20295,0,0,0,0.20295,2500,507.375
0xa03d1648be58e6957c81c1c201236e189b6ee6af,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x5acb74fb05e048354bb2b7cbcfb9324d38e43180,0.20295,0,0,0,0.20295,2500,507.375
0xd40428c28badb95783fb4762b3e36f448adca44d,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xdb33e85224b11765eb1f1dd81c3af181ae975962,0.20295,0,0,0,0.20295,2500,507.375
0x22f6edb55790b0fe841c5ba9aa30792ebcb55863,0.20295,0,0,0,0.20295,2500,507.375
0x542a0eaf1358480ec0703f07bc3120a6503ebbc1,0.20295,0.18182,0,0.54598,0.93075,2500,2326.875
0x0f183746c22e6ea8152bea4f59ace97ca2d6a2f2,0.20295,0.18182,0,0,0.38477,2500,961.925
0x2875f367b4c6c07ca72568a9b0d0887a37f06b24,0.20295,0.18182,0,0,0.38477,2500,961.925
0x1831570e2145ce1048eb566edb9612ec867aa736,0.20295,0,0,0,0.20295,2500,507.375
0x7ccf12a3431418156492373e1aa4f34a15554c43,0.20295,0,0,0,0.20295,2500,507.375
0x61c90c2139b75d777ef4c0482bf166bb3cfaa8dd,0.20295,0,0,0,0.20295,2500,507.375
0xc31db2e710192791b65de43d4b84886a6d770322,0.20295,0,0,0,0.20295,2500,507.375
0x14ce500a86f1e3ace039571e657783e069643617,0.20295,0.18182,0,0,0.38477,2500,961.925
0xdbedb1b7d359b0776e139d385c78a5ac9b27c0f9,0.20295,0.18182,0,0,0.38477,2500,961.925
0x3ed61895bc00f43d6dafb573d942eb672035edc1,0.20295,0,0,0,0.20295,2500,507.375
0x6b30e020e9517c519c408f51c2593e12d55b55fa,0.20295,0,0,0,0.20295,2500,507.375
0x2158991e962776b2771584ecc9096a420050df73,0.20295,0.18182,0,0,0.38477,2500,961.925
0x197f8eab3827903b011a303601ee6dd363e3f8ef,0.20295,0.18182,0,0,0.38477,2500,961.925
0x7e2f6e2f86089ae708425bca2e7bf43ad5ca486e,0.20295,0,0,0,0.20295,2500,507.375
0x6f21547e4d0265f7c0428d388a22ca7c54a6beab,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x327446dd2e6ec9f08d33573b493fbd881989eee9,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x42add773b02585dbaf024db751d8944618ada20a,0.20295,0,0,0,0.20295,2500,507.375
0x2c1594be1de7435736b4598fe049c15e5063a43b,0.20295,0.18182,0,0,0.38477,2500,961.925
0xec91bd8bc3d2364c0751c60bf78421a1cd3d75e0,0.20295,0.18182,0,0,0.38477,2500,961.925
0x9a11d1d90afb58a22c566ec63f5b3a7554970ac1,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x1514ccb6daf938634475fc2739ec64849d6517a9,0.20295,0,0,0,0.20295,2500,507.375
0x0353c1d821b32a59449355b4033213a6f7b8d1cb,0.20295,0.18182,0,0,0.38477,2500,961.925
0x512fce9b07ce64590849115ee6b32fd40ec0f5f3,0.20295,0,0,0,0.20295,2500,507.375
0x2afb58a22e7d3c241ab7b9a1f68b9e8e74ec9d68,0.20295,0.18182,0,0,0.38477,2500,961.925
0x314ae9291c2e1b43a6f8b68ba7224c0b77a55de5,0.20295,0.18182,0,0,0.38477,2500,961.925
0x851af2731e1fb915e95f0b84d472faf44bd3583b,0.20295,0.18182,0,0,0.38477,2500,961.925
0x5b1edfc61e1a2b467ecf6ebac2db05913c48b16b,0.20295,0.18182,0,0,0.38477,2500,961.925
0xd71c552a4954673a30893bf1db0a77f1afa1accd,0.20295,0.18182,0,0,0.38477,2500,961.925
0x1d5e65a087ebc3d03a294412e46ce5d6882969f4,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x6477241a2aa2742e2bd19a4374d9cbd6d78a3d31,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x68924bc68ff1357a0a08a20c64d538d9b9241574,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x049940feda4277b7f01ef10fca0b975c541d8fca,0.20295,0,0,0,0.20295,2500,507.375
0xcfca8f21f164c29f87b5cb06d5ad938ae565ca11,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xc4ea745a21c7cc9e6e7b2384996b6b312db8c7c1,0.20295,0.18182,0,0,0.38477,2500,961.925
0xc31b4de7dd2b84f34f95d6f982f4e8a00236fb54,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x9ece9a8d385212197982a9694ca03c0e5cd10e6a,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xb289360a2ab9eacffd1d7883183a6d9576db515f,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xae38c53b21f3c85d7cd26559f3946c3e817758e8,0.20295,0,0,0,0.20295,2500,507.375
0xd56ee5ba5a52e15f309108bdd6247c69b4f624c2,0.20295,0,0,0,0.20295,2500,507.375
0xc216d39cceb3d86a72e06da26a97d1adbae97685,0.20295,0.18182,0,0.54598,0.93075,2500,2326.875
0xe4fb9ca52e39b83be69e74e7fac8f807a9c16ef9,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x2f486cd2711fed55ecc481a5a0ac62001ebfb16c,0.20295,0,0,0,0.20295,2500,507.375
0x18232a4c00151cb65c547655ac149b5bffc49233,0.20295,0,0,0,0.20295,2500,507.375
0xa3953352beab67861e5a7fff47f36611a1ff5335,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xc1d43fa553b9fbaa95637d28d39862dc339db0ea,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x27e1317c497d423b6d7ab98d006afe5197d9591e,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xf1d8722bc108fa8f2d9a4fb68af04a369739318e,0.20295,0.18182,0,0,0.38477,2500,961.925
0x0998160bdf3ff6d86a4e9d5c31e0efc3ca7e7d01,0.20295,0,0,0,0.20295,2500,507.375
0xf78a149be085ff02bc5de35578d52055a47a619e,0.20295,0,0,0,0.20295,2500,507.375
0x638f275d520e22f59659120b28b14b547849213c,0.20295,0,0,0,0.20295,2500,507.375
0x15fda64fcdbca27a60aa8c6ca882aa3e1de4ea41,0.20295,0.18182,0,0,0.38477,2500,961.925
0x1d6f73e854b7e3b889d9d6e7097a6ffe344f7bf0,0.20295,0,0,0,0.20295,2500,507.375
0x40fb94904257c84877e561edae31672b196bf6d1,0.20295,0,0,0,0.20295,2500,507.375
0xc8d46eb7881975f9ae15216feeba2ff58e55803c,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x6e93ebc8302890ff1d1befd779d1db131ef30d4d,0.20295,0,0,0,0.20295,2500,507.375
0xdbfb0e80143dd737e04925ffd7af8c355c0d25f9,0.20295,0.18182,0,0,0.38477,2500,961.925
0xb90781ceb500f80a9c101225ed5451449a3aa5bc,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x29f0585b09edc9aa49b79fc854bbd68550d6b60c,0.20295,0,0,0,0.20295,2500,507.375
0xb8d7b045d299c9c356bc5ee4fe2dddc8a31280a5,0.20295,0,0,0,0.20295,2500,507.375
0x2ba56a2415dedaaef2a54a1a6cc90d4555e0000d,0.20295,0.18182,0,0,0.38477,2500,961.925
0x3a0cca1a832644b60730e5d4c27947c5de609d62,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xc49b6c714feaf22b12eb02a01521dab6edd1fcbd,0.20295,0.18182,0,0,0.38477,2500,961.925
0xbb637a937e864795cb00f6681661904836ac8a59,0.20295,0,0,0,0.20295,2500,507.375
0xb8f2d36d215312a918de277dc85947cd7e01557a,0.20295,0,0,0,0.20295,2500,507.375
0x549c0421c69be943a2a60e76b19b4a801682cbd3,0.20295,0.18182,0,0,0.38477,2500,961.925
0xa9fb6355997aae4a717d9bd15e60edf26cf55c8a,0.20295,0,0,0,0.20295,2500,507.375
0x4d1dcf15acbc0b69aed7b0d87bda5cbc66c48184,0.20295,0,0,0,0.20295,2500,507.375
0xcc55aa8fa576a0217523f62083ec633b9a04af01,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x2b7f50cb2ef018af5292f55ad6f75fb76d25fc7e,0.20295,0,0,0,0.20295,2500,507.375
