Account,Amount,Part,"$7,800,000.00",Total USDC
0xd35dc42c3812ace3d313f8303114b731d428a0fa,471713799890931381,0.003930948332424430,$30661.40,30661.40
0x23783f2d297555fdcbd3cda4b4cee5af9dd2a02b,460618755962532936,0.003838489633021110,$29940.22,29940.22
0x678fb21b9736e6c7da9f7d37a77ab766bb2519c7,447734505896872618,0.003731120882473940,$29102.74,29102.74
0xf5ec36a06475aec69fa289053963fa6473802ab4,443370279100139568,0.003694752325834500,$28819.07,28819.07
0xd40428c28badb95783fb4762b3e36f448adca44d,413228062363275252,0.003443567186360630,$26859.82,26859.82
0xedf7b675a2fe3c27efb263fb4c204a3f0fb17d46,393978381799666214,0.003283153181663890,$25608.59,25608.59
0x000b79f52356189c80a9d3ada3911d4438218516,385348032244725631,0.00321123360203938,$25047.62,25047.62
0xf99ccf26aad027bbd11f1ebf8392ba729a454015,369545844597337487,0.003079548704977810,$24020.48,24020.48
0xcde0b57653e62fd54475b09f5039c10bc6a76486,363132984172725798,0.003026108201439380,$23603.64,23603.64
0xd72708e95577f80056fd6a44ec30d644b5a86486,361325174703875210,0.003011043122532290,$23486.14,23486.14
0xc900741bfcaaa71928cb095ea935aaef393b5347,359393066066229191,0.002994942217218580,$23360.55,23360.55
0x3da9d70305b83db1f545a5d50b19208b93cd0c21,358482942055422458,0.002987357850461850,$23301.39,23301.39
0x86282513581c5295ab5157876e7687fc20dea071,349441197288074891,0.002912009977400620,$22713.68,22713.68
0x13dbad5d734da7be69e6d91aa6650df7d41dbbd1,341790970942526541,0.002848258091187720,$22216.41,22216.41
0x1793cd5916cc6f5b20593e001a1cc3b66268da1f,314239356160856015,0.002618661301340470,$20425.56,20425.56
0x2e15d7aa0650de1009710fdd45c3468d75ae1392,310631935861226726,0.002588599465510220,$20191.08,20191.08
0xfc5cc7832b2c0938fe698d1bbd68d578a114be09,307597435673943686,0.00256331196394953,$19993.83,19993.83
0xe65964de92d2d2540e73388b1037c964674d572b,289409818864721755,0.002411748490539350,$18811.64,18811.64
0x7cb9ed2a2bed605dd5b53a86291111862553f2cb,287440893790908635,0.002395340781590910,$18683.66,18683.66
0x69ef38d5a4ffb93579698b457622e8eb42cc4258,285058037859425200,0.002375483648828540,$18528.77,18528.77
0x9bf87ed3d81b03221df7f14a270ae7e5801be058,268989876210550112,0.002241582301754580,$17484.34,17484.34
0xda248cc10b477c1144219183ec87b0621dac37b3,265888912954207445,0.002215740941285060,$17282.78,17282.78
0x563e8cb3055a3cc0502dc6d603f6dad21e1438ea,256899614011721555,0.002140830116764350,$16698.47,16698.47
0x76bbd639c87aac623aad1c3b648e6187a9392dea,245841646953637862,0.002048680391280320,$15979.71,15979.71
0xa1c6bf9a94e603c0c7e0559a9bbe6329137239f7,242154599015863096,0.002017954991798860,$15740.05,15740.05
0xf0462427a46a36baa325f4bbd3789209116cdbe0,239993291726861313,0.001999944097723840,$15599.56,15599.56
0x1fb36b64649e6d55e100b31d8113cc0f7dd82592,237739313725664083,0.001981160947713870,$15453.06,15453.06
0x5ef4fd1d0f921550104e2a539eeed1f2092d54a1,228144818654078404,0.00190120682211732,$14829.41,14829.41
0xa18669587490522d0e3c67464c8d4cad22405afc,227003549333976834,0.001891696244449810,$14755.23,14755.23
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,220223055857054759,0.001835192132142120,$14314.50,14314.50
